CHMF,GMKN,LKOH,MSNG,NLMK,NVTK,PIKK,PLZL,SBER,YNDX,<DATE>
522.0,8590.0,2295.0,0.652,66.285,455.5,191.7,1000.5,56.37,1079.0,20150105
556.9,9101.0,2345.0,0.6625,66.7,476.7,198.9,1047.0,58.28,1092.0,20150106
542.7,9550.0,2572.0,0.686,67.41,483.0,191.2,1060.0,65.7,1094.0,20150108
548.55,9740.0,2461.0,0.686,67.9,475.1,192.7,1050.0,63.1,1098.0,20150109
558.45,9839.0,2477.0,0.6825,70.12,470.7,188.0,1020.0,62.9,1113.0,20150112
583.0,10025.0,2522.0,0.674,72.505,489.4,195.4,1035.5,60.31,1153.0,20150113
595.0,9600.0,2588.0,0.664,72.35,497.9,192.8,1024.0,60.05,1177.0,20150114
577.0,9290.0,2618.9,0.666,75.18,483.2,189.8,1045.0,61.8,1175.0,20150115
587.9,9561.0,2736.0,0.666,75.7,490.0,194.1,1076.0,61.99,1165.0,20150116
589.0,9417.0,2640.0,0.6605,75.43,487.0,188.7,1090.0,61.8,1165.0,20150119
586.9,9470.0,2628.7,0.658,76.85,475.0,188.1,1119.0,60.8,1122.0,20150120
592.0,9675.0,2752.0,0.6475,76.47,490.4,188.0,1120.0,62.8,1083.0,20150121
599.5,10386.0,2820.0,0.653,79.895,523.7,188.0,1119.0,64.35,1106.0,20150122
587.0,10400.0,2849.0,0.6465,79.505,512.0,188.0,1070.0,64.45,1117.0,20150123
616.15,10755.0,2864.9,0.642,82.845,504.0,188.0,1051.0,60.49,1121.0,20150126
632.5,11179.0,2925.1,0.652,86.695,505.5,186.2,1040.0,61.2,1095.0,20150127
630.85,11534.0,2865.2,0.648,86.11,488.0,186.6,1055.0,60.63,1081.0,20150128
634.2,11450.0,2845.2,0.6465,89.155,480.4,187.4,1055.0,60.5,1075.0,20150129
642.35,11610.0,2789.9,0.645,91.995,460.0,189.7,1049.5,61.5,1075.0,20150130
645.9,11280.0,2750.1,0.6375,88.5,472.0,188.1,1046.5,61.4,998.0,20150202
632.0,10990.0,2851.5,0.636,88.5,482.3,187.9,1054.0,62.0,997.0,20150203
656.0,10750.0,2910.0,0.6375,89.305,478.5,188.0,1052.0,61.04,1050.0,20150204
663.4,11100.0,2996.0,0.637,88.495,500.2,188.5,1061.0,62.41,1090.0,20150205
701.2,11394.0,3120.1,0.6635,91.045,522.2,190.8,1060.0,64.31,1084.0,20150206
696.0,11352.0,3016.0,0.669,89.83,527.5,203.0,1069.0,65.57,1078.0,20150209
688.0,11345.0,3000.0,0.669,89.15,520.0,204.2,1063.0,65.0,1045.0,20150210
695.0,11697.0,3069.1,0.6695,88.6,530.9,202.0,1136.0,65.12,1037.0,20150211
713.0,12037.0,3120.0,0.682,88.79,539.5,205.1,1100.5,67.21,1071.0,20150212
711.5,12106.0,3135.0,0.696,89.2,543.8,204.2,1112.0,70.6,1115.0,20150213
685.0,11900.0,3020.0,0.7035,85.5,524.6,203.4,1150.0,70.0,1070.0,20150216
698.6,11375.0,3010.0,0.6965,85.555,522.7,204.8,1130.5,72.45,1030.0,20150217
702.0,11140.0,3000.0,0.704,85.65,527.5,205.1,1118.5,76.4,1084.0,20150218
706.0,11355.0,2994.8,0.685,85.885,529.2,198.6,1110.0,73.78,1049.0,20150219
704.9,11330.0,2990.0,0.693,85.9,518.1,194.5,1096.0,74.75,1053.0,20150220
698.1,11348.0,3001.0,0.6865,84.58,518.3,194.7,1100.0,73.7,1038.0,20150224
689.0,11061.0,2933.4,0.695,83.03,506.7,189.8,1105.0,74.2,1025.0,20150225
684.0,11093.0,2935.0,0.738,81.695,499.3,189.2,1111.5,75.95,1009.0,20150226
682.0,11182.0,2981.2,0.758,81.1,503.7,195.0,1110.0,75.91,1016.0,20150227
707.6,11269.0,3027.2,0.765,82.7,512.2,192.1,1130.0,76.2,1000.0,20150302
738.45,11480.0,3009.5,0.75,84.94,522.0,192.5,1138.0,75.55,1000.0,20150303
730.0,11140.0,2955.0,0.74,81.75,512.7,188.0,1134.5,72.31,996.0,20150304
730.05,11180.0,2915.0,0.7715,82.15,512.4,188.4,1138.5,72.7,970.0,20150305
721.0,10990.0,2800.0,0.751,81.6,498.7,188.4,1125.5,73.25,932.0,20150306
710.35,10425.0,2699.0,0.725,77.6,485.0,188.1,1116.5,69.8,885.0,20150310
734.5,10588.0,2726.9,0.715,80.005,482.0,189.8,1118.0,70.68,898.0,20150311
710.0,10730.0,2733.9,0.7275,77.93,471.8,189.8,1125.5,70.79,894.0,20150312
708.1,10380.0,2659.0,0.725,77.8,461.7,187.3,1116.0,67.87,880.0,20150313
708.6,10298.0,2666.0,0.71,76.875,466.0,178.9,1065.0,65.57,878.0,20150316
692.8,10595.0,2689.0,0.708,77.0,460.0,170.7,1000.0,64.65,889.0,20150317
690.0,10692.0,2735.0,0.7085,77.435,464.0,181.0,998.0,65.26,877.0,20150318
680.75,10410.0,2689.8,0.7095,77.455,447.0,184.8,1045.0,64.9,874.0,20150319
683.0,10501.0,2710.0,0.7145,78.015,453.0,187.7,1042.5,67.0,866.0,20150320
674.5,10420.0,2679.9,0.6955,75.65,434.8,195.0,1008.0,65.0,874.0,20150323
661.7,10330.0,2709.7,0.696,75.98,429.4,195.0,1013.0,65.6,866.0,20150324
658.15,10500.0,2697.3,0.6995,73.76,430.3,192.9,1001.5,64.8,885.0,20150325
636.9,10310.0,2623.0,0.7,72.675,418.0,194.1,1002.0,62.85,880.0,20150326
642.8,9905.0,2577.0,0.7145,73.11,416.5,194.0,1066.0,61.0,883.0,20150327
657.0,10530.0,2657.0,0.727,76.6,432.0,192.3,1028.0,63.01,887.0,20150330
658.0,10399.0,2705.0,0.7175,77.615,432.0,193.0,1016.5,62.88,893.0,20150331
644.5,10539.0,2755.0,0.73,77.01,450.3,193.2,1028.0,64.5,902.0,20150401
643.0,10090.0,2780.5,0.7815,76.74,467.2,186.0,1011.0,65.92,919.0,20150402
641.05,10237.0,2824.8,0.78,77.83,476.4,193.0,1013.0,65.5,940.0,20150403
638.2,10200.0,2823.3,0.83,76.89,478.0,192.4,1016.5,68.99,934.0,20150406
636.9,10125.0,2790.0,0.844,74.69,474.4,189.6,1027.5,69.6,942.0,20150407
620.0,9986.0,2755.0,0.8895,72.39,470.6,192.0,1022.0,69.4,946.0,20150408
612.6,9740.0,2707.8,0.904,70.05,465.5,182.4,1025.0,72.0,939.0,20150409
607.0,9936.0,2634.9,0.884,69.87,463.6,192.0,1035.0,71.5,940.0,20150410
604.5,9839.0,2617.0,0.929,71.48,477.2,192.0,1059.5,74.1,941.0,20150413
590.0,9520.0,2559.0,0.944,67.985,462.9,192.0,1045.0,74.05,910.0,20150414
580.95,9632.0,2595.0,0.9905,67.59,480.7,195.6,1090.0,76.49,973.0,20150415
566.55,9480.0,2580.0,1.01,65.39,493.0,189.2,1120.5,76.5,1028.0,20150416
563.0,9460.0,2576.0,1.015,68.0,504.8,186.0,1143.0,72.5,1053.0,20150417
564.95,9590.0,2670.0,0.996,67.6,507.0,188.4,1175.0,73.5,1054.0,20150420
569.0,9700.0,2728.2,1.029,70.9,523.3,187.0,1220.0,75.24,1091.0,20150421
572.6,9600.0,2639.5,1.0195,69.73,505.1,188.0,1316.0,73.9,1081.0,20150422
548.7,9530.0,2592.0,0.982,68.01,499.6,190.0,1270.5,75.8,1076.0,20150423
550.0,9719.0,2645.0,1.0095,67.54,498.9,188.5,1324.5,75.75,1052.0,20150424
565.1,9665.0,2662.0,1.017,68.97,496.4,188.2,1400.0,75.2,1070.0,20150427
575.3,9673.0,2644.9,1.0195,67.86,495.4,190.1,1501.5,75.7,986.0,20150428
570.6,9552.0,2610.0,0.9995,68.0,499.0,190.5,1515.0,75.2,997.0,20150429
578.55,9640.0,2645.6,0.9985,68.28,494.0,192.0,1545.0,76.9,1001.0,20150430
576.5,10170.0,2655.0,1.0145,68.4,501.0,192.8,1587.5,80.21,985.0,20150505
571.8,10500.0,2660.0,0.9935,67.76,490.6,188.8,1610.0,79.2,1006.0,20150506
583.0,10201.0,2650.5,0.982,68.78,490.0,192.7,1665.5,76.5,968.0,20150507
589.8,10540.0,2691.6,0.989,69.0,502.7,194.8,1691.0,75.5,979.0,20150508
617.0,10680.0,2698.6,0.9955,72.69,502.7,194.4,1590.0,75.19,979.0,20150512
595.7,10435.0,2620.0,0.9715,70.01,501.4,194.3,1605.5,75.24,944.0,20150513
620.3,10245.0,2610.1,0.9675,71.88,500.9,199.7,1585.0,74.31,971.0,20150514
621.7,10288.0,2595.0,0.9555,72.1,504.1,199.8,1600.0,75.05,950.0,20150515
605.2,10248.0,2550.0,0.963,70.8,502.0,201.5,1613.5,75.36,944.0,20150518
603.9,10039.0,2530.0,0.9415,69.7,495.5,203.0,1621.5,73.35,939.0,20150519
596.6,10180.0,2481.1,0.923,68.86,494.7,204.0,1637.0,71.6,926.0,20150520
615.1,10210.0,2523.0,0.932,72.1,508.6,203.8,1612.0,73.25,935.0,20150521
617.6,9534.0,2537.0,0.9435,73.67,512.4,203.2,1612.0,74.35,928.0,20150522
613.8,9515.0,2502.2,0.946,73.21,506.8,202.9,1607.5,74.46,928.0,20150525
617.2,9250.0,2508.0,0.9415,72.13,515.7,206.9,1606.5,74.67,923.0,20150526
630.9,9380.0,2541.8,0.9375,72.8,524.4,199.4,1601.5,74.23,919.0,20150527
629.2,9397.0,2563.8,0.933,74.68,528.5,193.4,1591.5,73.6,950.0,20150528
608.4,9005.0,2461.3,0.9345,73.0,522.5,183.1,1575.0,73.5,941.0,20150529
611.1,9303.0,2447.5,0.9415,73.68,525.1,186.4,1567.0,72.65,950.0,20150601
615.0,9619.0,2515.0,0.941,73.4,536.3,191.7,1515.0,73.92,997.0,20150602
622.0,9704.0,2480.3,0.931,73.0,539.4,186.0,1510.0,71.72,980.0,20150603
607.9,9742.0,2525.0,0.9225,75.2,538.2,190.0,1483.0,71.25,993.0,20150604
618.1,9986.0,2570.0,0.915,75.2,541.9,189.0,1475.5,70.61,976.0,20150605
624.9,9954.0,2551.9,0.9135,75.01,541.2,190.5,1510.0,69.17,977.0,20150608
626.9,9701.0,2606.0,0.9145,74.03,547.3,186.0,1540.0,70.21,965.0,20150609
604.1,9595.0,2551.3,0.905,72.34,543.9,183.5,1640.0,71.51,950.0,20150610
594.2,9655.0,2506.9,0.902,72.8,543.5,178.5,1712.0,72.55,950.0,20150611
599.0,9758.0,2481.7,0.9105,71.79,550.9,182.5,1798.5,71.8,946.0,20150615
596.1,9695.0,2500.3,0.9305,71.95,546.9,187.2,1804.5,73.5,927.0,20150616
587.3,9680.0,2475.0,0.93,71.9,545.0,185.0,1805.0,72.81,930.0,20150617
582.0,9579.0,2476.0,0.9595,72.2,540.0,177.7,1812.0,72.98,906.0,20150618
585.4,9685.0,2474.4,0.941,73.45,547.1,180.0,1806.0,71.56,910.0,20150619
596.9,9670.0,2487.0,0.922,73.22,546.4,184.2,1804.5,72.0,881.0,20150622
595.0,9503.0,2469.0,0.9175,75.0,544.5,180.0,1800.5,72.01,871.0,20150623
577.1,9450.0,2445.0,0.916,74.52,541.7,183.9,1804.0,71.98,871.0,20150624
577.8,9400.0,2406.0,0.916,74.07,531.1,180.0,1800.0,71.42,866.0,20150625
585.0,9575.0,2401.7,0.92,74.2,546.5,180.0,1795.0,70.6,855.0,20150626
594.3,9540.0,2408.0,0.8975,75.15,549.9,180.0,1801.5,70.2,842.0,20150629
594.0,9500.0,2469.9,0.887,74.69,557.7,180.4,1710.0,72.35,848.0,20150630
585.3,9215.0,2429.2,0.901,74.48,560.6,179.9,1710.0,71.0,853.0,20150701
592.5,9250.0,2455.0,0.9275,74.64,550.0,180.1,1730.0,70.54,853.0,20150702
593.5,9263.0,2425.3,0.927,74.5,551.0,182.1,1690.0,70.67,857.0,20150703
605.7,9277.0,2460.0,0.9,75.1,557.6,181.0,1710.0,68.45,860.0,20150706
602.4,9340.0,2465.0,0.8945,73.85,559.4,181.8,1706.0,68.77,820.0,20150707
588.5,9100.0,2470.0,0.9045,74.2,561.2,181.8,1739.5,67.73,845.0,20150708
579.3,9101.0,2484.6,0.904,77.5,564.7,180.6,1786.0,69.35,855.0,20150709
580.0,9147.0,2465.0,0.8975,76.45,565.5,180.0,1801.0,71.06,845.0,20150710
586.8,9366.0,2435.6,0.898,78.83,575.0,180.1,1783.0,72.94,857.0,20150713
594.0,9450.0,2421.9,0.898,79.25,577.7,178.1,1821.0,73.9,880.0,20150714
595.0,9488.0,2460.0,0.893,77.86,578.4,179.8,1824.0,74.0,875.0,20150715
596.4,9600.0,2461.6,0.8995,77.74,577.7,179.8,1810.0,74.21,873.0,20150716
592.2,9536.0,2465.4,0.8865,76.58,574.7,180.3,1830.0,75.52,900.0,20150717
594.0,9393.0,2428.2,0.889,77.02,570.0,176.2,1807.0,74.1,891.0,20150720
598.8,9428.0,2442.0,0.8975,76.1,564.2,173.3,1810.5,75.55,889.0,20150721
612.4,9320.0,2465.0,0.898,75.69,569.5,171.0,1810.5,74.6,865.0,20150722
609.6,9119.0,2462.5,0.9005,76.35,566.7,161.6,1786.5,72.7,879.0,20150723
623.9,9025.0,2468.9,0.894,77.9,559.5,151.2,1777.0,70.45,867.0,20150724
632.0,9022.0,2398.9,0.8895,79.5,567.5,148.7,1803.5,68.48,860.0,20150727
647.6,9231.0,2433.4,0.883,80.22,577.0,158.4,1807.5,69.55,883.0,20150728
650.3,9359.0,2430.9,0.8825,77.78,578.2,163.9,1805.0,71.2,903.0,20150729
663.6,9365.0,2441.0,0.878,79.12,575.0,167.9,1805.0,72.2,898.0,20150730
687.5,9427.0,2537.6,0.8785,79.22,591.0,172.8,1800.0,72.3,882.0,20150731
692.0,9514.0,2509.1,0.8815,80.17,587.9,168.3,1800.0,71.1,866.0,20150803
695.0,9889.0,2507.4,0.873,79.68,597.9,161.8,1815.0,72.3,869.0,20150804
687.5,10090.0,2529.0,0.881,78.8,589.3,164.8,1835.0,73.49,878.0,20150805
681.0,10125.0,2491.6,0.88,79.79,593.3,159.5,1875.0,72.25,850.0,20150806
677.1,10112.0,2520.0,0.8795,79.94,598.0,165.0,2060.0,74.2,860.0,20150807
675.3,10222.0,2531.0,0.879,80.43,597.4,169.3,2280.0,75.16,858.0,20150810
682.0,10166.0,2519.7,0.881,83.21,592.5,172.0,2200.0,73.2,851.0,20150811
687.9,9850.0,2539.5,0.877,82.45,597.5,173.0,2430.0,73.4,830.0,20150812
696.8,9870.0,2548.2,0.8775,84.8,593.8,173.6,2360.0,73.7,839.0,20150813
705.1,10061.0,2561.1,0.871,84.62,590.7,181.5,2365.0,74.43,831.0,20150814
706.7,10000.0,2554.9,0.8625,85.35,584.4,180.1,2260.0,73.0,835.0,20150817
695.1,9810.0,2491.0,0.867,84.4,584.0,183.4,2200.0,72.45,819.0,20150818
706.7,9725.0,2468.5,0.8575,84.07,571.7,180.6,2305.0,71.5,799.0,20150819
723.1,10047.0,2487.1,0.8445,85.06,586.0,184.9,2250.0,72.05,780.0,20150820
719.1,10060.0,2412.0,0.822,83.67,564.0,182.9,2315.0,69.86,770.0,20150821
723.8,10215.0,2347.0,0.7895,82.39,567.2,180.2,2215.0,68.53,738.0,20150824
707.0,10071.0,2381.0,0.816,79.75,560.3,180.0,2230.0,70.79,764.0,20150825
700.1,10290.0,2355.0,0.824,79.11,581.2,183.0,2230.0,71.0,742.0,20150826
691.5,10371.0,2424.0,0.83,78.2,599.5,188.9,2280.0,73.8,776.0,20150827
693.3,10430.0,2520.0,0.824,78.62,613.9,193.2,2370.0,74.82,800.0,20150828
725.2,10569.0,2531.0,0.824,80.64,633.0,201.0,2370.0,74.5,805.0,20150831
725.0,10329.0,2455.0,0.823,78.6,610.0,204.6,2465.0,73.14,782.0,20150901
723.1,10350.0,2440.0,0.8205,79.39,606.0,187.0,2500.0,72.9,780.0,20150902
730.4,10600.0,2503.0,0.824,78.56,602.2,181.0,2615.0,74.15,795.0,20150903
727.0,10570.0,2458.0,0.8205,77.3,606.0,182.7,2650.0,73.96,790.0,20150904
733.5,10716.0,2446.7,0.818,78.25,611.1,186.7,2710.0,73.81,786.0,20150907
744.7,10746.0,2462.1,0.8175,79.26,619.0,186.5,2935.0,74.9,786.0,20150908
757.1,11099.0,2501.2,0.819,80.2,621.0,194.5,2895.0,74.65,787.0,20150909
754.5,10931.0,2489.0,0.82,79.89,624.3,198.0,3025.0,74.3,773.0,20150910
755.1,10870.0,2487.6,0.821,79.95,630.0,198.3,3025.0,74.1,760.0,20150911
758.6,10924.0,2524.5,0.8215,80.3,634.1,197.7,3030.0,74.88,809.0,20150914
749.9,11009.0,2478.1,0.823,81.05,628.1,195.0,2880.0,74.85,815.0,20150915
730.0,11119.0,2475.0,0.8225,81.46,628.6,198.2,2785.0,77.71,862.0,20150916
740.5,11206.0,2439.0,0.821,82.2,632.0,191.4,2685.0,76.49,860.0,20150917
717.0,11100.0,2403.8,0.792,82.31,631.8,181.0,2745.0,75.5,841.0,20150918
732.9,11080.0,2331.1,0.8195,80.55,617.3,182.1,2670.0,75.94,826.0,20150921
715.3,10693.0,2225.9,0.8185,77.43,604.0,180.0,2590.0,74.39,775.0,20150922
702.6,10200.0,2203.0,0.8155,74.7,612.5,180.3,2950.0,73.74,752.0,20150923
710.0,9662.0,2185.0,0.82,75.58,598.0,180.3,2680.0,73.33,714.0,20150924
693.1,9565.0,2240.0,0.8215,74.14,593.0,190.0,2755.0,74.97,714.0,20150925
681.2,9382.0,2241.9,0.82,70.71,577.3,190.0,2890.0,74.57,694.0,20150928
696.3,9325.0,2261.0,0.8205,72.63,586.2,190.9,2960.0,75.5,703.0,20150929
700.0,9500.0,2242.9,0.8085,75.06,597.0,191.1,2900.0,75.3,713.0,20150930
690.1,9394.0,2184.0,0.812,72.92,587.8,191.0,2905.0,74.51,704.0,20151001
693.2,9470.0,2140.0,0.8035,69.9,588.1,192.6,2890.0,73.8,730.0,20151002
680.2,9450.0,2196.0,0.8015,70.42,608.0,201.5,2895.0,76.2,775.0,20151005
678.7,9346.0,2238.0,0.807,70.09,618.1,208.8,2895.0,77.31,769.0,20151006
670.5,9210.0,2279.0,0.817,70.32,604.0,219.1,2780.0,79.65,745.0,20151007
663.5,9149.0,2294.0,0.812,72.75,605.6,220.5,2740.0,83.11,736.0,20151008
660.0,9560.0,2400.1,0.8355,72.7,606.0,220.5,2675.0,85.77,763.0,20151009
658.5,9620.0,2340.2,0.8175,72.1,599.4,221.0,2770.0,85.45,743.0,20151012
672.3,9715.0,2350.0,0.815,72.69,600.9,222.7,2765.0,85.0,814.0,20151013
685.0,9700.0,2341.0,0.813,72.92,601.1,221.2,2805.0,86.81,818.0,20151014
725.0,9783.0,2320.0,0.81,74.9,604.9,222.3,2820.0,87.7,821.0,20151015
711.7,9601.0,2303.8,0.811,72.8,599.4,223.4,2780.0,88.52,813.0,20151016
726.5,9761.0,2315.0,0.8085,74.75,598.8,220.9,2795.0,87.07,845.0,20151019
731.9,9658.0,2332.9,0.819,74.7,589.5,221.2,2770.0,88.14,834.0,20151020
722.5,9390.0,2310.9,0.8195,74.47,594.1,220.0,2785.0,86.95,822.0,20151021
717.6,9545.0,2334.5,0.815,73.1,596.6,220.4,2780.0,86.53,836.0,20151022
712.0,9735.0,2336.7,0.8215,73.02,601.1,220.9,2785.0,90.45,813.0,20151023
715.0,9700.0,2298.0,0.819,71.2,599.7,220.0,2790.0,92.3,838.0,20151026
734.9,9710.0,2350.6,0.8195,73.68,613.9,224.0,2785.0,89.0,940.0,20151027
717.0,9670.0,2357.0,0.8155,74.39,601.3,221.5,2800.0,90.05,1002.0,20151028
731.0,9503.0,2341.5,0.8175,76.1,586.5,220.0,2780.0,88.6,1009.0,20151029
742.0,9487.0,2320.0,0.822,78.2,584.3,222.5,2815.0,90.53,1016.0,20151030
749.7,9585.0,2412.0,0.8495,77.8,587.7,221.2,2810.0,93.65,1030.0,20151102
739.2,9546.0,2483.9,0.842,77.75,591.1,241.0,2795.0,95.4,1011.0,20151103
750.0,9580.0,2489.6,0.853,75.68,598.0,244.2,2735.0,95.5,980.0,20151105
747.0,9513.0,2511.8,0.8695,75.24,598.1,240.0,2625.0,94.09,994.9,20151106
741.0,9499.0,2530.0,0.848,78.48,606.1,235.0,2610.0,92.95,1012.0,20151109
727.0,9474.0,2520.0,0.8285,75.58,616.0,231.9,2620.0,94.35,1027.0,20151110
722.6,9371.0,2548.0,0.8235,73.0,596.1,232.7,2575.0,94.0,1040.0,20151111
720.0,9475.0,2555.0,0.8255,72.46,591.0,232.6,2705.0,94.29,1020.6,20151112
719.4,9469.0,2485.0,0.817,71.08,593.2,220.1,2640.0,93.4,1001.0,20151113
714.6,9335.0,2476.0,0.8175,71.92,606.1,216.9,2660.0,95.8,1015.1,20151116
706.0,9364.0,2524.5,0.826,71.01,624.5,219.0,2670.0,102.5,1059.0,20151117
730.8,9640.0,2526.0,0.831,72.81,631.2,216.1,2700.0,104.0,1094.0,20151118
735.4,9670.0,2534.0,0.8355,71.38,620.2,218.2,2705.0,104.86,1086.0,20151119
737.1,9650.0,2540.0,0.8285,71.95,627.3,225.1,2710.0,107.3,1111.0,20151120
735.0,9492.0,2652.8,0.829,72.47,635.0,232.1,2715.0,109.98,1129.9,20151123
712.4,9344.0,2576.9,0.8185,70.3,612.1,225.1,2635.0,105.6,1092.0,20151124
715.2,9427.0,2606.9,0.824,70.9,629.5,221.9,2680.0,108.51,1127.0,20151125
722.0,9390.0,2598.6,0.8215,71.34,627.2,223.8,2680.0,106.48,1117.7,20151126
710.6,9220.0,2539.4,0.8165,70.88,626.4,220.2,2700.0,104.55,1074.5,20151127
703.8,8920.0,2534.1,0.83,70.08,621.0,217.8,2630.0,102.9,1094.0,20151130
703.3,9054.0,2559.0,0.8205,69.9,607.6,221.0,2660.0,101.3,1086.0,20151201
705.7,8939.0,2535.4,0.8145,70.1,601.0,220.0,2650.0,102.5,1104.0,20151202
697.5,9113.0,2559.0,0.8165,70.19,608.2,230.0,2660.0,104.0,1099.0,20151203
686.7,8851.0,2489.9,0.812,67.77,584.3,222.4,2655.0,103.05,1087.1,20151204
673.9,8925.0,2410.0,0.815,65.9,580.8,227.8,2670.0,103.0,1060.0,20151207
674.6,8970.0,2377.9,0.815,64.76,570.0,216.5,2665.0,97.0,1038.9,20151208
658.0,8935.0,2385.1,0.815,64.3,589.1,221.6,2680.0,100.66,1050.0,20151209
650.0,8925.0,2445.0,0.818,65.9,582.2,221.2,2685.0,100.13,1030.3,20151210
644.9,8900.0,2450.0,0.8185,64.89,580.9,221.4,2730.0,98.15,1037.0,20151211
634.6,8780.0,2432.8,0.815,63.1,570.0,220.0,2840.0,97.7,984.4,20151214
645.0,8965.0,2446.8,0.813,63.0,585.0,220.0,2920.0,100.0,1055.0,20151215
633.4,9108.0,2415.0,0.845,62.54,588.0,220.0,2860.0,102.45,1067.0,20151216
630.0,9450.0,2427.0,0.83,61.19,604.0,224.0,2920.0,103.75,1084.9,20151217
606.0,9229.0,2327.1,0.8395,59.45,578.2,216.1,2910.0,98.81,1075.1,20151218
606.6,9048.0,2338.7,0.827,58.5,575.8,220.0,3290.0,98.73,1095.1,20151221
608.0,9220.0,2327.0,0.83,58.29,570.6,220.0,3010.0,99.8,1090.1,20151222
604.0,9410.0,2317.0,0.8275,58.87,591.0,220.0,2930.0,102.96,1125.1,20151223
600.1,9344.0,2325.3,0.826,60.82,587.7,220.0,3070.0,101.35,1129.1,20151224
600.3,9344.0,2310.2,0.8255,61.83,581.8,216.1,2985.0,101.34,1110.0,20151225
610.5,9350.0,2309.9,0.816,61.05,579.2,220.0,2830.0,100.2,1119.5,20151228
616.0,9189.0,2353.6,0.8195,62.77,599.5,218.9,2905.0,101.82,1138.0,20151229
609.5,9150.0,2345.9,0.819,62.6,591.0,219.0,2875.0,101.26,1147.0,20151230
597.4,8922.0,2310.2,0.821,61.48,571.0,215.5,2860.0,98.01,1064.1,20160104
612.8,9085.0,2380.0,0.8545,60.75,573.6,213.2,2885.0,98.89,1133.9,20160105
639.8,8990.0,2378.0,0.849,60.75,568.0,212.5,2890.0,96.85,1112.0,20160106
618.9,8600.0,2257.9,0.824,59.34,550.5,208.9,3030.0,91.03,987.0,20160111
620.0,8553.0,2223.5,0.8275,60.91,567.0,210.1,3180.0,91.71,999.0,20160112
611.3,8614.0,2225.0,0.822,61.06,572.8,211.1,3120.0,91.5,1006.0,20160113
613.0,8464.0,2188.9,0.8265,60.15,576.1,210.0,3100.0,93.04,1009.0,20160114
604.0,8050.0,2098.0,0.8145,57.5,543.7,211.6,3100.0,87.27,954.0,20160115
622.0,8290.0,2112.1,0.82,58.14,559.5,211.3,3010.0,86.15,963.0,20160118
629.0,8540.0,2150.0,0.8255,58.39,561.8,210.0,2995.0,86.68,954.0,20160119
634.8,8649.0,2145.3,0.8225,57.2,553.7,211.1,3075.0,83.83,912.5,20160120
662.0,9130.0,2212.8,0.8235,60.1,568.1,210.1,3120.0,86.0,1020.0,20160121
642.0,9100.0,2340.9,0.826,62.0,593.5,210.0,3105.0,91.5,1020.0,20160122
648.2,9050.0,2349.0,0.8285,62.4,595.7,210.0,3080.0,91.0,1002.1,20160125
644.8,8880.0,2320.0,0.8295,63.59,577.0,212.0,3115.0,91.5,1012.0,20160126
651.5,8991.0,2400.5,0.8425,66.1,600.0,218.6,3110.0,95.75,1049.9,20160127
630.0,8970.0,2495.0,0.856,64.61,618.4,214.0,3100.0,96.69,1017.4,20160128
621.5,8850.0,2569.0,0.85,65.5,639.2,210.1,3245.0,96.5,1007.0,20160129
635.0,8698.0,2547.0,0.8525,66.03,630.0,215.0,3152.0,96.5,1013.0,20160201
634.4,8924.0,2491.0,0.882,67.85,622.1,213.8,3138.0,94.4,1012.0,20160202
632.3,8770.0,2475.5,0.9595,68.5,613.0,210.7,3110.0,94.53,1012.5,20160203
642.8,8999.0,2553.5,0.9445,68.79,636.0,218.4,3064.0,97.57,1054.0,20160204
637.0,9005.0,2594.0,0.9625,71.0,623.3,210.7,3064.0,97.2,1023.0,20160205
641.0,8870.0,2482.5,0.9555,69.9,604.1,208.6,3078.0,94.7,986.0,20160208
649.0,8650.0,2387.5,0.947,70.1,604.9,212.6,3115.0,93.89,992.0,20160209
648.3,8510.0,2382.5,0.936,71.0,615.8,211.3,3119.0,96.35,998.0,20160210
663.9,8376.0,2392.0,0.952,72.3,597.0,208.7,3169.0,94.2,1007.0,20160211
658.0,8350.0,2396.0,0.971,72.96,610.0,209.9,3143.0,94.85,989.0,20160212
655.0,8345.0,2429.0,0.9695,75.0,607.2,208.0,3142.0,95.25,1008.0,20160215
662.0,8486.0,2450.0,0.9735,77.04,605.2,206.9,3251.0,96.51,1072.0,20160216
644.1,8633.0,2467.0,0.961,75.55,615.7,208.7,3230.0,99.2,1044.0,20160217
650.1,8880.0,2565.0,0.9705,74.11,636.3,220.9,3275.0,102.7,1014.0,20160218
645.0,8745.0,2540.0,0.998,73.29,629.5,229.0,3341.0,101.5,989.0,20160219
643.9,8720.0,2529.0,0.9915,72.44,621.3,236.0,3340.0,102.35,987.5,20160220
645.7,8750.0,2610.0,1.004,74.66,640.3,246.0,3356.0,103.2,1002.5,20160222
641.3,8750.0,2550.0,0.988,74.36,630.8,250.0,3459.0,102.1,974.5,20160224
640.1,8750.0,2551.5,0.9905,74.18,634.3,250.0,3613.0,104.05,982.0,20160225
635.0,8935.0,2587.0,1.004,73.0,630.1,247.6,3884.0,106.24,983.5,20160226
630.0,9142.0,2686.0,1.0265,73.6,646.0,250.2,3995.0,107.0,978.0,20160229
621.0,9105.0,2699.0,1.041,73.33,637.8,250.0,3928.0,108.26,989.5,20160301
626.3,9093.0,2640.0,1.05,74.06,636.0,250.0,3844.0,106.12,1003.0,20160302
